playerId,name,team,pos,age_2025,exp_2025,censored,war_2025,talent_rate,proj_seasons,remaining_WAR,rem_WAR_low,rem_WAR_high,next_season_WAR,peak_level,peak_age,career_to_date_WAR,career_total_proj
8479977,Kailer Yamamoto,UTA,F,27.3,9,False,0.78,0.33,8,-0.0,0.0,0.7,0.09,0.25,28,4.3,4.3
8475795,Dylan McIlrath,WSH,D,33.8,13,False,-0.09,-1.31,2,-0.0,0.0,0.0,-0.03,-0.5,35,-2.2,-2.3
8476979,Erik Gustafsson,DET,D,33.9,11,False,-0.14,0.23,2,-0.0,0.0,0.1,0.0,0.05,35,8.0,8.0
8475784,Jeff Skinner,SJS,F,33.7,16,False,-0.08,0.45,4,0.0,0.0,0.5,0.07,0.21,35,34.7,34.7
8474090,Brendan Smith,CBJ,D,37.0,15,False,-0.18,-0.6,2,-0.0,0.0,0.0,-0.03,-0.5,38,6.5,6.5
8484170,Jacob Fowler,MTL,G,21.2,1,False,1.42,-0.23,7,0.0,0.0,1.4,-0.02,0.21,27,1.4,1.4
8474679,Gustav Nyquist,WPG,F,36.4,15,False,-0.42,0.53,3,0.0,0.0,0.4,0.05,0.16,37,15.6,15.6
8478057,Dakota Joshua,TOR,F,29.7,6,False,0.04,0.45,7,0.0,0.0,1.1,0.16,0.29,31,2.8,2.8
8475857,Kevin Gravel,NSH,D,33.9,11,False,-0.04,-1.57,2,-0.0,0.0,0.0,-0.03,-0.5,35,-0.4,-0.4
8483500,Noah Ostlund,BUF,F,21.9,2,False,0.24,-0.13,14,0.0,0.0,2.2,0.04,0.21,25,0.0,0.1
8475762,Derek Forbort,VAN,D,33.9,11,False,-0.11,-0.54,2,-0.0,0.0,0.0,-0.03,-0.5,35,7.0,6.9
8483573,Ethen Frank,WSH,F,28.0,2,False,0.57,0.43,9,-0.0,0.0,1.4,0.17,0.29,29,0.4,0.4
8474102,David Perron,DET,F,37.7,18,False,0.45,0.37,3,-0.0,0.0,0.2,0.0,0.01,39,17.1,17.1
8477034,Jaycob Megna,VGK,D,33.1,10,False,-0.16,-1.67,2,-0.0,0.0,0.1,-0.04,-0.5,34,-1.8,-1.9
8473507,Jeff Petry,MIN,D,38.1,16,False,0.43,0.41,5,-0.0,0.0,0.7,-0.0,-0.01,39,23.3,23.3
8476316,Laurent Brossoit,SJS,G,32.9,12,False,-0.38,0.43,5,0.0,0.0,0.8,0.04,0.31,34,6.1,6.2
8477503,Max Domi,TOR,F,30.9,11,False,0.03,0.6,8,0.0,0.0,2.2,0.32,0.44,32,9.6,9.6
8483710,Dennis Hildeby,TOR,G,24.5,2,False,1.97,-0.18,7,-0.0,0.0,1.1,-0.02,-0.07,27,1.3,1.2
8477444,Andre Burakovsky,CHI,F,31.0,12,False,-0.08,0.59,8,-0.0,0.0,2.1,0.31,0.43,32,6.4,6.4
8475690,Chris Tanev,TOR,D,36.1,16,False,-0.11,0.86,7,0.0,0.0,0.6,0.14,0.48,37,15.3,15.4
8477499,Rasmus Ristolainen,PHI,D,31.3,13,False,-0.06,0.47,9,-0.0,0.0,1.6,0.18,0.29,32,14.3,14.3
8477450,Jason Dickinson,EDM,F,30.6,11,False,0.16,0.39,6,-0.0,0.0,0.9,0.12,0.23,32,4.1,4.1
8477463,Steven Santini,TBL,D,30.9,11,False,-0.1,-1.24,3,-0.1,0.0,0.1,-0.06,-0.5,32,-0.7,-0.8
8479944,Zachary Aston-Reese,CBJ,F,31.5,9,False,-0.13,0.34,6,-0.1,0.0,0.7,0.07,0.17,32,3.3,3.2
8476988,Matt Benning,TOR,D,31.7,10,False,-0.0,-1.99,2,-0.1,0.0,0.1,-0.06,-0.5,33,5.3,5.2
8481028,Martin Pospisil,CGY,F,26.2,3,False,-0.38,0.21,9,-0.1,0.0,0.7,0.06,0.15,27,1.2,1.1
8482726,Samuel Helenius,LAK,F,23.2,2,False,0.15,0.05,13,-0.1,0.0,2.1,0.09,0.18,25,-0.2,-0.3
8479941,Justin Danforth,BUF,F,32.9,5,False,-0.14,-0.2,4,-0.1,0.0,0.1,-0.04,-0.42,34,1.1,0.9
8483752,Dominic James,TBL,F,23.6,1,False,0.24,-0.0,9,-0.1,0.0,0.7,0.01,0.04,25,0.2,0.1
8475253,Garrett Wilson,PHI,F,34.9,13,False,-0.06,-0.46,3,-0.1,0.0,0.1,-0.05,-0.5,36,0.0,-0.1
8474149,Evgenii Dadonov,NJD,F,36.9,17,False,-0.69,0.09,3,-0.1,0.0,0.2,-0.07,-0.22,38,10.0,9.9
8475717,Calvin Pickard,EDM,G,33.8,12,False,-0.39,-2.43,5,-0.1,0.0,0.7,-0.06,-0.5,35,-4.6,-4.7
8475413,Justin Dowling,NYR,F,35.3,10,False,-0.05,-1.05,3,-0.1,0.0,0.1,-0.05,-0.5,36,-1.7,-1.8
8474593,Jacob Markstrom,NJD,G,36.0,16,False,-1.41,0.47,7,-0.1,0.0,3.2,0.09,0.29,37,8.9,8.8
8477149,Scott Sabourin,TBL,F,33.5,7,False,-0.2,-1.14,3,-0.1,0.0,0.1,-0.05,-0.5,35,-0.8,-0.9
8477971,Andreas Englund,NSH,D,30.0,10,False,-0.03,-0.43,3,-0.1,0.0,0.1,-0.06,-0.5,31,0.4,0.3
8475763,Kevin Hayes,PIT,F,33.7,12,False,-0.19,0.26,4,-0.1,0.0,0.4,0.01,0.02,35,12.2,12.1
8476899,Matt Murray,SEA,G,31.7,11,False,0.51,-1.53,5,-0.1,0.0,0.7,-0.07,-0.5,33,3.9,3.8
8478024,Ville Husso,ANA,G,31.0,6,False,-0.26,-2.71,5,-0.1,0.0,0.8,-0.07,-0.5,32,-1.3,-1.5
8475461,Andrew Agozzino,UTA,F,35.1,12,False,-0.01,-1.2,3,-0.1,0.0,0.1,-0.05,-0.5,36,-0.3,-0.4
8476425,Joseph LaBate,VAN,F,32.8,10,False,0.02,-1.24,4,-0.1,0.0,0.1,-0.05,-0.5,34,-0.3,-0.5
8473604,Jonathan Toews,WPG,F,37.8,18,False,0.54,0.42,5,-0.1,0.0,0.8,0.03,0.06,39,28.1,28.0
8475794,Tyler Seguin,DAL,F,34.0,16,False,-0.45,-0.28,3,-0.1,0.0,0.1,-0.05,-0.5,35,31.0,30.9
8484177,Lenni Hameenaho,NJD,F,21.2,1,False,-0.12,-0.38,15,-0.1,0.0,2.3,-0.07,0.19,25,-0.1,-0.2
8479316,Luke Kunin,FLA,F,28.2,9,False,0.29,0.41,9,-0.1,0.0,1.3,0.15,0.26,29,1.0,0.9
8479576,Vincent Desharnais,SJS,D,29.7,4,False,-0.05,0.42,9,-0.1,0.0,1.8,0.17,0.28,31,1.0,0.8
8475760,Nick Bjugstad,NJD,F,33.5,14,False,-0.15,0.38,4,-0.1,0.0,0.6,0.06,0.14,35,10.5,10.5
8482062,Cole Smith,VGK,F,30.3,6,False,-0.16,0.38,7,-0.1,0.0,1.0,0.12,0.22,31,2.0,1.9
8473503,James Reimer,OTT,G,37.9,16,False,0.07,-0.35,5,-0.1,0.0,0.7,-0.06,-0.5,39,11.7,11.6
8471734,Jonathan Quick,NYR,G,40.0,18,False,-0.74,-1.63,3,-0.1,0.0,0.7,-0.06,-0.5,41,27.4,27.3
8477480,Eric Comrie,WPG,G,30.6,10,False,0.21,-1.13,5,-0.1,0.0,0.8,-0.07,-0.5,32,-0.0,-0.1
8477405,Marcus Hogberg,NYI,G,31.2,8,False,-0.27,-4.24,5,-0.1,0.0,0.8,-0.07,-0.5,32,-2.8,-3.0
8475852,Petr Mrazek,ANA,G,34.0,14,False,-1.21,-3.01,5,-0.1,0.0,0.7,-0.06,-0.5,35,-0.6,-0.7
8476624,Barclay Goodrow,SJS,F,32.9,12,False,0.76,0.53,6,-0.1,0.0,1.5,0.22,0.31,34,5.5,5.5
8476822,Luke Glendening,PHI,F,36.8,13,False,-0.27,0.31,3,-0.1,0.0,0.5,-0.01,-0.01,38,6.0,6.0
8477968,Alex Nedeljkovic,SJS,G,30.1,10,False,0.32,0.34,13,-0.1,0.0,4.9,0.1,0.27,31,1.2,1.2
8479942,Dominik Shine,DET,F,32.8,2,False,-0.28,-1.23,4,-0.1,0.0,0.1,-0.05,-0.5,34,-0.4,-0.5
8481611,Pyotr Kochetkov,CAR,G,26.6,5,False,0.11,-0.29,6,-0.1,0.0,1.0,-0.04,-0.3,28,2.7,2.5
8477831,Pheonix Copley,LAK,G,34.0,11,False,-0.12,-3.27,5,-0.1,0.0,0.7,-0.06,-0.5,35,0.1,-0.1
8477484,Spencer Martin,NYR,G,30.7,10,False,-0.62,-4.17,5,-0.1,0.0,0.8,-0.07,-0.5,32,-5.1,-5.2
8479291,Kevin Rooney,UTA,F,32.7,10,False,-0.01,-0.54,4,-0.1,0.0,0.1,-0.05,-0.5,34,0.1,-0.1
8477541,Dakota Mermis,TOR,D,32.1,9,False,-0.28,-1.36,2,-0.1,0.0,0.1,-0.06,-0.5,33,-1.3,-1.4
8476391,T.J. Tynan,COL,F,33.9,10,False,-0.05,-1.41,3,-0.1,0.0,0.1,-0.05,-0.5,35,-0.6,-0.7
8479293,Brandon Tanev,UTA,F,34.1,11,False,-0.14,0.38,4,-0.1,0.0,0.5,0.06,0.14,35,7.8,7.7
8483609,Adam Klapka,CGY,F,25.4,3,False,0.37,0.29,11,-0.1,0.0,1.7,0.15,0.25,26,0.2,0.2
8478443,Brandon Carlo,TOR,D,29.2,10,False,-0.76,0.49,10,-0.1,0.0,2.0,0.2,0.34,30,9.0,9.0
